;title;publish_date;views_cnt;paragraph_cnt;images_cnt;strong_cnt;quote_cnt;list_cnt;list_items_cnt;url;r_flesch_grade;r_flesch_easy;r_liau;r_smog;r_auto;r_lix;level
0;Математическое моделирование и прогнозирование распространения COVID-19 вРоссии;-1;-1;28;8;2;0;2;11;https://spbpu.com/proekty/matematicheskoe-modelirovanie-i-prognozirovanie-rasprostraneniya-covid-19-v-rossii/task/;17.431526684164478;1.146804774403222;13.977524059492566;28.27319545878464;17.1056106424197;91.69372578427698;postgraduate
1;Виртуальная учебно-проектная арт-лаборатория и выставочное пространство;-1;-1;25;12;2;0;0;5;https://spbpu.com/proekty/8827/task/;11.782454929037204;38.701003068661294;7.8870886075949365;23.89281862532197;9.455227848101266;79.76217874952053;mixed
2;Методика конкурса для школьников по экологическому мониторингу Земли изкосмоса с помощью цифровых технологий;-1;-1;35;12;7;0;0;6;https://spbpu.com/proekty/metodika-konkursa-dlya-shkolnikov-po-ekologicheskomu-monitoringu-zemli-iz-kosmosa-s-pomoshhyu-czifrovyh-tehnologij/task/;15.297577087239222;18.44738780964539;11.29907375643225;25.702458969127907;14.034846982328773;86.12142486736607;postgraduate
3;Виртуальная модель гидропривода для лабораторных работ;-1;-1;18;18;0;0;0;19;https://spbpu.com/proekty/virtualnaya-model-gidroprivoda-dlya-laboratornyh-rabot/task/;7.9874592725580165;60.895476095485066;3.5874147217235155;20.46777003821263;3.90000428884899;72.87379480018619;mixed
4;Виртуальная компрессорная лаборатория;-1;-1;48;48;17;0;9;45;https://spbpu.com/proekty/virtualnaya-kompressornaya-laboratoriya/task/;18.625115288220552;30.234944862155402;4.792539682539683;31.635518833794706;10.14113604845447;92.812447786132;mixed
5;Виртуальные стенды для лабораторных работ по дисциплине «Безопасностьжизнедеятельности»;-1;-1;18;20;0;0;0;19;https://spbpu.com/proekty/virtualnye-stendy-dlya-laboratornyh-rabot-po-disczipline-bezopasnost-zhiznedeyatelnosti/task/;9.704625850340136;57.340272108843536;3.524591836734693;21.781380919459924;4.609086734693882;75.86054421768708;high
6;Система датчиков для экологического и санитарно-эпидемиологическогомониторинга;-1;-1;22;9;4;0;2;14;https://spbpu.com/proekty/sistema-datchikov-dlya-ekologicheskogo-i-sanitarno-epidemiologicheskogo-monitoringa/task/;12.5674477483301;32.645202542555495;9.054615384615392;22.743082646480623;10.815553418803418;77.93438914027149;high
7;Цифровая модель управления процессом социального обеспечения детей-сирот;-1;-1;10;0;0;0;1;3;https://spbpu.com/proekty/czifrovaya-model-upravleniya-proczessom-soczialnogo-obespecheniya-detej-sirot/task/;20.145890685142415;-16.682428791377987;17.732355658198614;30.33444705345193;21.758993764434173;95.1484218629715;postgraduate
8;Цифровой сервис для оценки удобочитаемости текстов на веб-сайтах вузов;-1;-1;29;6;30;0;5;17;https://spbpu.com/proekty/czifrovoj-servis-polyling-dlya-oczenki-udobochitaemosti-i-vizualnogo-vospriyatiya-tekstov-na-veb-sajtah-vuzov/task/;14.66594117647059;23.87647058823532;10.538014705882357;23.970182273553018;13.187585294117646;85.36176470588235;mixed
9;Система планирования производства в машиностроении;-1;-1;14;0;1;0;4;13;https://spbpu.com/proekty/sistema-planirovaniya-proizvodstva-v-mashinostroenii/task/;14.002358716475094;-0.4279549808429124;17.604865900383146;21.53645939888655;19.154506824712648;84.128591954023;postgraduate
10;ПО для цифрового моделирования региональной инновационной системы РФ какдрайвера устойчивого развития;-1;-1;7;0;5;0;1;4;https://spbpu.com/proekty/po-dlya-czifrovogo-modelirovaniya-regionalnoj-innovaczionnoj-sistemy-rf-kak-drajvera-ustojchivogo-razvitiya/task/;19.88354166666667;-27.828541666666666;21.953854166666666;30.516723650566693;25.478562500000002;98.21875;postgraduate
11;Разработка нейросетей для обнаружения дефектов в промышленности;-1;-1;16;0;4;0;2;17;https://spbpu.com/proekty/razrabotka-nejrosetej-dlya-obnaruzheniya-defektov-v-promyshlennosti/task/;16.641584255042286;-6.79468445022772;17.758836477987423;25.431009735083705;20.28011429191065;87.8115376274127;postgraduate
12;Создание комплексной BIM-модели для проектирования реконструкции комплексаочистных сооружений;-1;-1;6;4;0;0;1;9;https://spbpu.com/proekty/sozdanie-kompleksnoj-bim-modeli-dlya-proektirovaniya-rekonstrukczii-kompleksa-ochistnyh-sooruzhenij/task/;14.331734431291817;15.427532166752428;12.961044776119408;24.676415590328734;15.056039629439006;87.43180648481729;mixed
13;ПО для анализа паттернов мозговой активности лабораторных мышей;-1;-1;20;6;3;0;4;14;https://spbpu.com/proekty/po-dlya-analiza-patternov-mozgovoj-aktivnosti-laboratornyh-myshej/task/;13.705368283093055;17.020557011795546;12.823342070773265;24.60595359872748;14.636787287024895;86.67549148099607;mixed
14;ПО для анализа поведенческих стратегий мышиных моделей;-1;-1;18;4;1;0;4;12;https://spbpu.com/proekty/po-dlya-analiza-povedencheskih-strategij-myshinyh-modelej/task/;13.803810935441366;14.250645586297765;13.2635441370224;24.08247571285341;14.998907938076421;83.79743083003953;mixed
15;Геопортал «Санитарно-эпидемиологическое благополучие населения вАрктической зоне РФ»;-1;-1;18;0;2;0;4;21;https://spbpu.com/proekty/geoportal-sanitarno-epidemiologicheskoe-blagopoluchie-naseleniya-v-arkticheskoj-zone-rossijskoj-federaczii/task/;18.06671242774566;-19.364320809248568;20.487341040462425;27.550109999780002;23.325511921965315;91.33598265895954;postgraduate
16;Программно-аппаратный комплекс для обнаружения и классификации дефектовтканей;-1;-1;22;10;4;0;2;12;https://spbpu.com/proekty/programmno-apparatnyj-kompleks-dlya-obnaruzheniya-i-klassifikaczii-defektov-tkanej/task/;13.017985917559045;27.568922546574754;10.644438902743147;23.04499945640356;12.519866583541145;82.69047968314509;mixed
17;Образовательная платформа и методика для обучения школьников технологиямИндустрии 4.0;-1;-1;13;0;3;0;3;8;https://spbpu.com/proekty/obrazovatelnaya-platforma-i-metodika-dlya-obucheniya-shkolnikov-tehnologiyam-industrii-4-0/task/;18.30907152230971;-8.144770341207362;16.518031496062996;29.70413124675886;19.826948326771657;91.49770341207349;postgraduate
18;Программно-аппаратный комплекс для регистрации локального потенциала полянервной ткани;-1;-1;11;6;0;0;4;13;https://spbpu.com/proekty/programmno-apparatnyj-kompleks-dlya-registraczii-lokalnogo-potencziala-polya-nervnoj-tkani/task/;16.02408710217755;16.05407154821728;11.457269681742051;26.643536629718703;14.5151858100024;87.55754965302704;postgraduate
19;Система беспроводных датчиков для мониторинга концентрации газов;-1;-1;29;4;12;0;2;7;https://spbpu.com/proekty/sistema-besprovodnyh-infrakrasnyh-datchikov-dlya-dolgovremennogo-monitoringa-konczentraczii-gazov/task/;16.002066582914576;6.519510050251256;14.71773869346734;26.46271568771375;17.429598304020097;90.90515075376885;postgraduate
20;Программная платформа для автоматизации проектирования многоквартирныхзданий;-1;-1;6;0;0;0;3;7;https://spbpu.com/proekty/po-dlya-avtomatizirovannogo-proektirovaniya-zhilyh-mnogokvartirnyh-domov/task/;16.931476050830884;-22.911871945259037;21.836666666666666;24.33575714281933;24.052247311827955;91.10263929618768;postgraduate
21;Информационная система и база данных для коррекционной программы в ПНИ;-1;-1;15;6;0;0;0;0;https://spbpu.com/proekty/informaczionnaya-sistema-i-baza-dannyh-dlya-korrekczionnoj-programmy-v-pni/task/;20.688575783972123;-1.9887369337979237;12.968780487804885;32.383732385853634;18.033425304878044;95.45688153310104;mixed
22;Малогабаритная модель беспилотного автомобиля;-1;-1;37;10;12;0;9;49;https://spbpu.com/proekty/malogabaritnaya-model-bespilotnogo-avtomobilya/task/;12.97167971704646;20.628791215230052;12.162148465381875;23.78805371191688;13.712446978171243;81.15313155848168;postgraduate
23;АПК для определения адгезии пленки битума к щебням различной природы;-1;-1;20;2;7;0;3;15;https://spbpu.com/proekty/apparatno-programmnyj-kompleks-dlya-opredeleniya-adgezii-plenki-bituma-na-shhebnyah-razlichnoj-prirody/task/;13.285203617544045;8.228583041455408;15.013980343980343;23.2272164355888;16.346031104605565;83.04396466098594;mixed
24;Платформа для разработки нейротренажеров и нейроинтерфейсов;-1;-1;15;2;9;0;4;13;https://spbpu.com/proekty/razrabotka-platformy-dlya-razrabotki-nejrotrenazherov-i-nejrointerfejsov-dlya-upravleniya-mobilnoj-robototehnikoj-na-baze-svobodnogo-programmnogo-i-apparatnogo-obespecheniya/task/;11.941483511546412;35.264319795129865;9.052311977715878;22.84091216733887;10.619109623506155;78.31449366519902;high
25;Устройство для контроля бодрствования водителя;-1;-1;17;8;0;0;2;5;https://spbpu.com/proekty/sleepalert-2-0-ustrojstvo-dlya-kontrolya-bodrstvovaniya-voditelya/task/;12.52025106382979;28.855404255319144;10.045886524822695;23.172617498890563;11.627158014184396;80.36141843971632;high
26;ПО для фотовидеофиксации нарушений Правил дорожного движения;-1;-1;9;0;2;0;9;49;https://spbpu.com/proekty/programmnoe-obespechenie-dlya-izmeritelnogo-kompleksa-s-fotovideofiksacziej-narushenij-pravil-dorozhnogo-dvizheniya/task/;9.761464646464646;23.303535353535352;13.4730303030303;19.487137992341705;14.12166666666667;74.79797979797979;postgraduate
27;Компонент для диагностики и прогнозирования сбоев в системах храненияданных;-1;-1;14;2;2;0;5;18;https://spbpu.com/proekty/reshenie-dlya-diagnostiki-i-prognozirovaniya-sboev-v-rabote-sistem-hraneniya-dannyh/task/;15.748461412151062;-3.9011412151067475;17.0148275862069;25.82617116640872;19.12173620689655;83.35418719211823;postgraduate
28;ПО для обработки и визуализации данных лазерного сканирования;-1;-1;8;0;5;0;8;42;https://spbpu.com/proekty/razrabotka-algoritmov-i-programmnogo-kompleksa-dlya-obrabotki-i-vizualizaczii-dannyh-lazernogo-skanirovaniya/task/;8.360756792873051;25.970799554565673;11.79806236080178;15.964076787548816;12.482587104677059;70.44993318485524;mixed
29;Информационная система для владельцев, инвесторов и резидентов инвест-отеля;-1;-1;15;6;5;0;3;11;https://spbpu.com/proekty/razrabotka-informaczionnoj-sistemy-dlya-vladelczev-investorov-i-rezidentov-invest-otelya/task/;10.314862754194696;33.83571135854018;10.37563674321503;22.364711971485775;11.130348758988639;77.23969689940462;high
30;Методика контроля строящегося объекта с помощью технологий лазерногосканирования;-1;-1;11;0;1;0;4;21;https://spbpu.com/proekty/metodika-kontrolya-tehnicheskogo-sostoyaniya-stroyashhegosya-obekta-s-pomoshhyu-tehnologij-lazernogo-skanirovaniya/task/;13.350965113318054;-10.0871797810033;20.203613445378153;20.17565526883535;21.81147478991597;86.44843391902215;postgraduate
31;ПО для автоматического монтажа видеолекций;-1;-1;21;4;8;0;3;16;https://spbpu.com/proekty/po-dlya-avtomaticheskogo-montazha-videolekcij/task/;13.321300236406618;7.7841918753317145;14.90108747044917;23.236001230510286;16.209608674675543;81.2132966661842;mixed
32;АПК сверхточного позиционирования хирургического инструмента;-1;-1;33;16;7;0;8;28;https://spbpu.com/proekty/apparatno-programmnyj-kompleks-sverhtochnogo-poziczionirovaniya-i-otobrazheniya-hirurgicheskogo-instrumenta-pri-provedenii-maloinvazivnyh-operaczij/task/;11.941319218241038;31.89528385295486;9.115168295331166;24.415741953660696;10.44156146269583;79.47471692259965;high
0;Политехники – победители конкурсов РНФ;2023-04-04;197;15;1;0;0;1;4;https://research.spbstu.ru/achievements/politehniki_pobediteli_konkursov_rnf/;17.030872352285396;-1.8365997770345928;17.00444816053512;25.952216764851098;20.041298913043477;91.47185061315497;postgraduate
1;Политехники – чемпионы России по системам технического зрения;2023-03-20;181;11;1;0;0;1;4;https://research.spbstu.ru/achievements/politehniki_chempiony_rossii_po_sistemam_tehnicheskogo_zreniya/;10.659962121212118;18.281401515151487;13.090138888888887;17.932113968991477;13.713249999999995;71.77146464646465;postgraduate
2;Российский научный фонд (РНФ) подвел итоги конкурсов 2023 года;2023-02-20;371;5;1;0;0;1;4;https://research.spbstu.ru/achievements/rossiyskiy_nauchnyy_fond_rnf_podvel_itogi_konkursov_2023_goda/;18.377055214723928;-17.378759859772146;21.05343558282209;27.80776339281371;24.304280893952672;96.29184925503944;postgraduate
3;Политехники – победители конкурса РНФ;2022-12-01;375;6;1;0;0;1;4;https://research.spbstu.ru/achievements/politehniki_pobediteli_konkursa_rn/;3.8890714285714303;68.85535714285714;3.946785714285717;13.746656526320578;3.289814285714286;60.6047619047619;elementary
4;Политех на третьем месте среди лучших вузов России рейтинга THE;2022-10-17;367;8;1;0;0;1;4;https://research.spbstu.ru/achievements/politeh_na_tretem_meste_sredi_luchshih_vuzov_rossii_reytinga_the/;11.070298804780876;28.129849174729657;12.185936254980078;20.649264896731495;13.219960301650545;76.49430848036425;mixed
5;Политех лидирует среди вузов России по вкладу в цели устойчивого развития ООН;2022-06-10;433;7;1;1;0;1;4;https://research.spbstu.ru/achievements/politeh_lidiruet_sredi_vuzov_rossii_po_vkladu_v_celi_ustoychivogo_razvitiya_oon/;14.762626982302919;14.619118593426805;12.683100436681222;24.808554077328505;14.949037232820046;79.1270972190301;mixed
6;Лауреаты премий Правительства СПб за выдающиеся достижения в области высшего образования и среднего профессионального образования;2022-05-12;1201;4;1;7;0;1;6;https://research.spbstu.ru/achievements/laureaty_premiy_pravitelstva_spb_za_vydaushiesya_dostizgheniya_v_oblasti_vysshego_obrazovaniya_i_srednego_professionalnogo_obrazovaniya/;26.80294985250737;-47.429011799410034;23.324867256637177;36.85865840170399;30.270278761061945;109.34808259587021;postgraduate
7;Поздравляем А. В. Васина с присвоением почетного звания «Профессор РАН!;2022-04-28;501;3;1;0;0;1;4;https://research.spbstu.ru/achievements/pozdravlyaem_vasina_andreya_vladimirovicha_s_prisvoeniem_pochetnogo_zvaniya_professor_ran/;12.169999999999998;8.335000000000008;14.360476190476192;19.819420831172575;15.216523809523807;83.04761904761905;mixed
8;Победители конкурса грантов Российского научного фонда;2022-04-04;677;4;1;4;0;1;12;https://research.spbstu.ru/achievements/pobediteli_konkursa_grantov_rossiyskogo_nauchnogo_fonda/;13.930609756097564;11.611829268292695;14.852926829268299;22.59060780014594;16.69805487804878;83.91463414634146;mixed
9;"Разработан национальный стандарт ГОСТ Р ""Компьютерные модели и моделирование. Цифровые двойники изделий. Общие положения""";2021-10-10;1014;12;1;1;0;1;4;https://research.spbstu.ru/achievements/razrabotan_nacionalnyy_standart_gost_r_komputernye_modeli_i_modelirovanie_cifrovye_dvoyniki_izdeliy_obshie_polozgheniya/;15.99570278637771;-0.2813591331269265;16.527647058823533;26.57346131258136;18.965965634674923;87.78018575851392;postgraduate
10;Ученые обнаружили новое свойство ингибитора CXD101;2021-08-20;1020;6;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenye_obnaruzhili_novoe_svoystvo_ingibitora_cxd1/;15.46546003016591;-3.4430392156862695;17.464117647058828;26.23120876330374;19.509566365007544;81.96832579185521;postgraduate
11;Статья профессора Андрея Козлова получила международное признание;2021-06-18;961;5;1;0;0;1;4;https://research.spbstu.ru/achievements/statya_professora_andreya_kozlova_poluchila_mezhdunarodnoe_priznanie/;11.764999999999997;12.125;13.779803921568629;19.928947546476287;14.56888725490196;78.48039215686275;mixed
12;Политех в топ-400 мировых университетов по версии QS;2021-06-10;1272;5;1;1;0;1;4;https://research.spbstu.ru/achievements/politekh_v_top_400_mirovykh_universitetov_po_versii_qs/;14.799186602870808;11.727918660287088;13.533636363636369;23.441494180577696;15.718971291866026;80.88516746411483;mixed
13;Политехники победили в Олимпиаде Кружкового Движения НТИ;2021-05-19;683;7;2;1;0;1;4;https://research.spbstu.ru/achievements/politekhniki_pobedili_v_olimpiade_kruzhkovogo_dvizheniya_nti/;12.680138408304497;12.33742214532873;13.656159169550179;21.812214960798457;14.754243944636677;78.93771626297578;mixed
14;Политехники – лауреаты Премии правительства Санкт-Петербурга за выдающиеся достижения в области высшего образования;2021-05-12;665;12;1;0;0;1;4;https://research.spbstu.ru/achievements/premiya_pravitelstva_dostizheniya_v_oblasti_visshego_obrazovaniya_2021/;20.085217391304344;-20.811086956521734;20.736400000000003;29.946675691308965;24.78929060869565;95.97391304347826;postgraduate
15;Ученые СПбПУ объяснили парадокс квантовых сил в наноустройствах;2021-03-16;645;9;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_spbpu_obyasnili_paradoks_kvantovih_sil_v_nanoustrojstvah/;15.229149652553904;-2.7750007163837154;17.725125725338494;25.685393646429688;19.725136793466582;83.55820617522745;postgraduate
16;Ученые Политеха разрабатывают элементы для электроники будущего;2021-03-09;925;7;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_politeha_razrabativaut_elementi_dlya_electroniki_buduschego/;14.019537316903044;-0.7105475470820579;17.723475935828887;22.40134661831752;19.282778191118346;83.64054870960241;postgraduate
17;"Ученые объяснили почему кислород не ""убегает"" из Галактики";2021-02-04;671;8;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_objasnili_pochemu_kislorod_ne_ubegaet_iz_galaktiki/;13.404716471647166;10.100391539153918;15.447227722772276;22.981288668541943;17.001297029702975;81.23492349234924;mixed
18;Ученые определили главный элемент влияющий на качество сварки по покрытию;2021-01-12;603;5;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_opredelili_glavnij_element_vliyauschiy_na_kachestvo_svarki_po_pokritiu/;13.864097701149422;-1.6022701149425416;17.56655172413793;21.826295981334077;19.00719310344828;84.8632183908046;postgraduate
19;Команда Политеха победила на международном чемпионате металлургов Metal Cup;2020-10-23;711;7;1;0;0;1;4;https://research.spbstu.ru/achievements/komanda_politeha_pobedila_na_chempionate_metal_cup/;11.703360389610385;29.57566558441559;10.533839285714286;21.706315476091497;11.756910714285723;75.72077922077922;high
20;Ученые Политеха сделали научный прорыв в области физики разреженного газа;2020-10-16;1179;8;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_politeha_sdelali_nauchniy_proriv_v_oblasti_fiziki/;14.172097026604071;-3.287378716744911;17.985140845070426;23.348485883087864;19.520103286384973;86.90453834115806;postgraduate
21;Политехники взяли «бронзу» Международного чемпионата CASE-IN 2020 в направлении «Нефтегазовое дело»;2020-09-21;1017;9;1;0;0;1;4;https://research.spbstu.ru/achievements/case_in_2020_polytech/;13.302737993748224;20.12270957658427;12.085601023017901;22.44565061940972;13.781830136402384;80.41787439613526;postgraduate
22;Ученые СПбПУ обнаружили уникальные пластические свойства алюминия;2020-09-07;1104;8;2;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_spbpu_obnaruzhili_unikalnie_plasticheskie_svoysvtva_aluminiya/;11.78523107177974;7.553485742379536;16.355840707964596;20.253965507350838;17.409797935103242;76.27236971484758;postgraduate
23;Политехнический университет Петра Великого получил статус научного центра мирового уровня «Передовые цифровые технологии»;2020-09-01;1017;13;1;1;0;2;8;https://research.spbstu.ru/achievements/polyteh_petra_poluchil_status_nauchnogo_centra_mirovogo_urovnya/;21.782611111111112;-16.80577777777779;17.434444444444452;32.29294961693176;22.59001574074074;99.52777777777777;postgraduate
24;Политехники на международном конкурсе инновационных проектов INRADEL-2020;2020-08-04;964;6;1;0;0;1;4;https://research.spbstu.ru/achievements/inradel_2020/;15.497364864864867;0.47056949806949433;17.127770270270275;25.389255260225337;19.408476833976827;91.75096525096525;postgraduate
25;Ученый СПбПУ выиграл персональную стипендию имени Ж.И. Алфёрова;2020-07-30;674;8;1;0;0;1;4;https://research.spbstu.ru/achievements/spbpu_scientist_won_personal_scholarship_named_alferova/;14.57102228510789;14.168887513264934;12.969610894941646;23.592897017996744;15.11957003891051;85.62044570215777;mixed
26;Ученые в СПбПУ разработали сенсоры способные определять токсичные примеси в воздухе и жидкостях;2020-07-20;713;11;2;1;0;1;4;https://research.spbstu.ru/achievements/uchenie_spbou_razrabotali_sensori_toksichnie_primesi/;13.529364306784657;5.2091445427728615;16.672949852507372;22.677136363225465;18.180787684365782;82.43672566371681;postgraduate
27;Ученые помогут продлить срок действия солнечных панелей;2020-06-02;1104;8;1;0;0;1;4;https://research.spbstu.ru/achievements/uchenie_pomogut_prodlit_srok_deistviya_solnechnih_panelej/;15.516491228070176;-5.545701754385959;19.164736842105263;24.208631307809362;21.33834210526316;88.47368421052632;postgraduate
28;3D-печать на основе керамики поможет изготавливать детали для самолетов и ракет;2020-05-07;1031;9;2;1;0;1;4;https://research.spbstu.ru/achievements/3d_pechat_na_osnove_keramiki_pomozhet_izgotavlivat_detali_samoletov_i_raket/;14.001052668052669;-1.180474705474694;16.810332640332646;23.2176469816567;18.21439781704781;84.22460152460152;postgraduate
29;Разработка ученых Политеха вошла в список лучших изделий EUROPRACTICE;2020-04-27;841;6;2;0;0;1;4;https://research.spbstu.ru/achievements/developed_scientists_polytech_list_best_europractice_products/;13.02496884735202;11.776900311526475;15.076542056074764;22.0050373870478;16.495147196261684;82.31931464174454;mixed
30;В Политехе продемонстрировали возможности нового аппарата для лечения рака;2020-02-05;854;16;3;0;0;1;4;https://research.spbstu.ru/achievements/polytech_demonstrated_capabilities_new_cancer_treatment_device/;15.957034433378897;-3.501893835839354;17.21481546572935;26.518830026334054;19.494406073032607;83.8157260951637;postgraduate
31;Две научные лаборатории Политеха выиграли конкурс на финансирование проектов;2020-01-21;1106;10;3;0;0;1;4;https://research.spbstu.ru/achievements/two_research_laboratories_polytech_won_competition_project_financing/;13.517188739095953;9.967886597938133;14.604020618556703;22.59060780014594;16.089228588421882;79.6847739888977;mixed
32;Теория профессора Козлова – в числе важных достижений российских ученых за 2019 год;2020-01-10;792;8;1;1;0;1;4;https://research.spbstu.ru/achievements/theory_professor_kozlov_important_achievements_russian_scientists_2019/;11.642368421052634;26.349473684210523;10.230855263157896;19.942595984436018;11.16996052631579;78.21052631578948;high
33;Ученые СПбПУ разработали микрокапсулы для доставки препаратов к раковым клеткам;2019-12-12;940;8;1;1;0;1;4;https://research.spbstu.ru/achievements/mikrocapsuli_dlya_dostavki_preparatov_k_rakovim_kletkam/;13.525657713498617;0.24991046831954122;17.719586776859508;22.734638708459375;19.143719524793383;85.64841597796143;postgraduate
34;«Ростех» и Политех создали первый в России аппарат для удаления новообразований ультразвуком;2019-09-30;961;6;1;1;0;1;4;https://research.spbstu.ru/achievements/rostekh_polytech_ultrasound_neoplasm_removal_apparatus/;14.83263829787234;-0.46244680851063436;18.161134751773048;24.316242670288563;20.16226524822695;86.17588652482269;postgraduate
35;10 ученых Политеха выиграли стипендии Президента РФ;2019-07-16;1216;9;1;0;0;1;4;https://research.spbstu.ru/achievements/polytech_granti_prezidenta_rf/;14.778040706777006;-9.115928203981241;18.83539923954372;22.944802903715946;20.451819391634984;82.01051218966674;postgraduate
36;Лаборатория Политеха «Газовая динамика турбомашин» награждена премией имени В.Б. Шнеппа в области компрессоростроения;2019-07-08;946;7;1;0;0;1;4;https://research.spbstu.ru/achievements/laboratory_polytech_awarded_prize_field_compressor_engineering/;13.488201193520887;1.6430136402387063;16.731624649859945;22.552882907095146;18.06320356838387;79.94750943855803;postgraduate
37;Достижения политехников в области науки и образования отмечены премиями правительства Санкт-Петербурга;2019-05-29;1322;18;4;0;0;1;4;https://research.spbstu.ru/achievements/achievements_polytechnics_field_science_education_awards_government_petersburg/;14.97650565917424;6.298111748764541;15.342764227642284;24.119648938029822;17.48587127371274;84.44300972421489;mixed
38;Ученые Политеха улучшили качество снимков сердца в 17 раз;2019-05-06;919;4;1;0;0;1;4;https://research.spbstu.ru/achievements/polytech_scientists_improved_quality_heart_images/;11.951824212271973;12.561533996683266;16.18865671641791;19.149075021232488;17.37678109452736;79.06799336650083;postgraduate
39;Ученые Политеха в поисках первичной материи Вселенной;2019-03-15;1028;3;1;0;0;1;4;https://research.spbstu.ru/achievements/polytechnic_scientists_search_primary_matter_universe/;8.310769230769232;37.373461538461555;11.035384615384622;15.363327528659473;11.370346153846157;82.23076923076923;high
40;Физики улучшили «зрение» беспилотников;2019-03-13;1080;3;1;0;0;1;4;https://research.spbstu.ru/achievements/physicists_improved_vision_drone/;18.57641025641026;-35.29448717948716;24.295;27.06017092380819;26.911615384615388;100.02564102564102;postgraduate
41;Работа учёных СПбПУ попала на обложку одного из старейших научных журналов мира;2019-02-07;1476;4;1;0;0;1;4;https://research.spbstu.ru/achievements/work_spbpu_scientists_cover_oldest_scientific_journals/;15.370000000000001;12.064999999999998;11.82;25.826171166408717;14.158500000000004;85.0;postgraduate
42;Политехники – в числе лучших молодых ученых Санкт-Петербурга;2018-12-11;1110;3;1;0;0;1;4;https://research.spbstu.ru/achievements/politehniki_v_chisle_luchshih_molodih_uchenih/;12.65855987055016;12.970760517799363;15.86417475728156;22.59060780014594;17.291366504854366;82.21521035598705;postgraduate
43;«Чистая» энергетика: в Политехе разработали технологию снижения выбросов на ТЭС;2018-10-12;1560;9;1;0;0;1;4;https://research.spbstu.ru/achievements/chistaya_energetika_v_polytehe_razrabotali_tehnologiu_snizheniya_vibrosov_na_tes/;14.729935880309913;5.678628105797486;15.546903553299494;24.049166652198572;17.53216644402886;85.45765428800428;postgraduate
44;Разработка ученых Политеха получила признание экспертов в области здравоохранения;2018-09-24;1620;8;2;0;0;1;4;https://research.spbstu.ru/achievements/razrabotka_uchenih_politeha_poluchila_priznanie_ekspertov_v_oblasti_zdravoohraneniya/;12.395193815331009;17.246563588850194;13.612508710801393;21.706315476091497;14.845057600174215;77.86781358885017;mixed
45;Эволюция или революция? Профессор СПбПУ представил новый подход к лечению рака;2018-07-11;1369;3;1;0;0;1;4;https://research.spbstu.ru/achievements/evolutsia_ili_revolutsiya_professor_spbpu_predstavil_novij_podhod_k_lecheniu_raka/;11.515101910828026;18.37468152866242;12.402484076433126;19.217164631212412;13.156716242038215;69.84012738853504;university
46;Как математика помогает лечить болезнь Паркинсона;2018-06-22;3651;10;1;0;0;1;4;https://research.spbstu.ru/achievements/russian_scientists_have_developed_a_predictor_of_parkinson_s_disease_forms/;10.699618991360847;26.191523665362155;11.485845824411133;19.336325332410688;12.16301295872406;72.42036476408477;high
47;Политехники среди победителей конкурса РАН на лучшие научные работы;2018-01-23;2408;7;1;0;0;2;6;https://research.spbstu.ru/achievements/itogi_konkursa_ran/;12.543492063492064;20.145793650793678;11.467142857142857;21.504856999963643;12.653823809523807;82.87301587301587;mixed
48;РНФ поддержал проект ученых Политеха;2017-12-12;2689;7;1;0;0;1;4;https://research.spbstu.ru/achievements/rnf_podderzhal_proekt_uchenih_polyteha/;14.47246531372955;5.6594667633050335;16.077744874715265;23.289104974159397;17.99223861047836;83.05249534065024;postgraduate
49;Научные коммуникации: Политех вошел в десятку лучших;2017-12-06;2140;6;1;0;0;1;4;https://research.spbstu.ru/achievements/nauchnie_kommunicacii_polytech_v_desyatke_luchshih/;10.463779527559051;33.709128233970745;9.679842519685042;18.804919354665326;10.401433633295838;68.9302587176603;high
50;В Политехе разработали новый ГОСТ;2017-04-19;2502;12;1;0;0;1;4;https://research.spbstu.ru/achievements/noviy_gost/;12.93712247622226;12.219707158351383;14.29906724511931;22.855800544193546;15.594391832137497;76.9498581678625;mixed
51;Когда награды находят своих героев;2017-04-13;1813;9;3;0;0;1;4;https://research.spbstu.ru/achievements/kogda_nagradu_nahodyat_svoih_geroev/;13.799717425431712;8.167653061224485;14.831224489795929;22.65719762852938;16.37997880690738;79.6624803767661;mixed
52;В Политехе наградили «умников» 2017;2017-03-21;2415;42;6;10;0;1;4;https://research.spbstu.ru/achievements/nagragdenie_pobediteley_konkursa_umnik/;15.175631843065691;3.839502737226269;15.872554744525544;24.338042968711992;18.030511519160584;86.8077098540146;postgraduate
53;Девять золотых и четыре серебряных медали - успехи Политеха в области инноваций;2017-03-17;1566;13;2;25;0;1;4;https://research.spbstu.ru/achievements/devyat_zolotuh_i_cheture_serebryanuh_medali_uspehi_politeha_v_oblasti_innovaciy/;16.63760061919505;-3.6439252543122223;17.010557275541807;25.389255260225337;19.65853261831048;90.25409111012826;postgraduate
