;title;publish_date;views_cnt;paragraph_cnt;images_cnt;strong_cnt;quote_cnt;list_cnt;list_items_cnt;url;r_flesch_grade;r_flesch_easy;r_liau;r_smog;r_auto;r_lix;level
155;Традиции и инновации: стенд Политеха на форуме «Армия-2020» ;2020-08-24;1274;13;11;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-stand-army-2020-forum/;16.771711855396067;3.010433280170105;14.783157894736839;26.168499191186314;17.73020175438596;85.9090909090909;postgraduate
156;К 75-летию атомной отрасли: вклад политехников;2020-08-20;787;11;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/contribution-polytech-75th-anniversary-nuclear-industry/;12.988717948717952;12.951666666666682;14.160112994350278;21.706315476091497;15.502549326379835;81.28943937418514;mixed
157;Политехники на международном конкурсе инновационных проектов INRADEL-2020;2020-07-31;340;7;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/inradel-2020/;15.320205128205128;3.3612564102564306;16.453076923076928;25.264086010270795;18.74193076923077;90.58974358974359;postgraduate
158;Алексей Боровков стал лектором онлайн-программы Международного научно-методического центра  созданного на базе Томского госуниверситета в рамках нацпроекта «Цифровая экономика»;2020-07-22;257;13;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/aleksey-borovkov-lecturer-online-program-international-scientific-methodological-center/;18.81425259515571;-5.628079584775065;17.377612456747407;29.104996128032784;21.362989792387545;95.68200692041523;postgraduate
159;В Политехе начал работу Совет молодых ученых;2020-07-22;1205;12;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/council-young-scientists-started-working-polytech/;11.879906367041194;24.5891466024612;11.792659176029964;19.606458560500453;12.959760433386833;76.56206527554842;university
160;В Политехе состоялась онлайн-конференция по гравитации  космологии и астрофизике;2020-07-16;322;10;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-online-conference-gravity-cosmology-astrophysics/;15.545730741540677;2.5460973979224377;15.549049676025916;26.220270300840372;17.788072045664926;87.05841818368816;postgraduate
161;Стартовал конкурс «Инженеры против COVID-19»;2020-07-15;829;40;1;0;0;2;8;https://www.spbstu.ru/media/news/nauka_i_innovatsii/engineers-vs-covid-19/;13.90212449427602;2.1810276855530617;15.617776628748707;22.5144311449604;16.981925733413163;79.63295778225294;postgraduate
162;Как провести научную конференцию онлайн;2020-07-09;1199;11;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/how-conduct-scientific-conference-online/;14.754754440961339;13.650464994775348;13.154674329501916;24.238027341365953;15.406074712643687;84.64681295715778;mixed
163;Современные проблемы Арктики обсудили в Политехе;2020-06-29;575;9;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/current-problems-arctic-discussed-polytech/;15.432393447837146;10.355149491094153;15.19162849872773;24.161400311885664;17.901689646946558;85.12229643765903;mixed
164;Политех выступил организатором онлайн-конференции о современной подготовке инженеров;2020-06-23;518;9;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-organizer-online-conference-modern-training-engineers/;17.319963605223723;-2.2673335474202645;16.796445086705205;27.85242595330287;19.960064868336545;91.81460072789552;postgraduate
165;Международная школа-конференция «Актуальные проблемы механики» стартовала в онлайн-формате ;2020-06-22;565;10;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/international-school-conference-actual-problems-mechanics-online-format/;17.887909040488072;1.230238095238093;14.650033277870222;27.128986757438394;18.193233539339197;90.84866492354013;postgraduate
166;Конференция ИНПРОМ-2020: ученые обсудили глобальные вызовы  связанные с цифровой экономикой;2020-06-22;718;11;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/inprom-2020/;17.812808584719885;-6.420655127144045;17.058067581837385;28.569272762798825;20.25013911641313;89.90293672764633;postgraduate
167;Состоялось онлайн-заседание Международного научного совета СПбПУ;2020-06-18;503;9;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/online-meeting-International-scientific-council-spbpu/;15.62865860679332;0.21421704087509852;17.27880829015544;25.486996241258083;19.63848272884283;84.91594703511802;postgraduate
168;В Политехе будет создан Центр проектной деятельности для талантливой молодежи;2020-06-05;892;8;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-center-project-activities-talented-youth/;15.028783783783783;4.3283397683397595;15.88283783783784;24.377521158438764;17.99151737451738;83.53024453024453;postgraduate
169;Выпускники Политеха разработали систему автоматического контроля социальной дистанции;2020-06-02;718;7;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-graduates-system-automatic-control-social-distance/;13.783108108108106;7.357972972972988;15.237567567567567;23.441494180577696;16.784925675675673;83.36486486486487;mixed
170;В Политехе прошла Всероссийская онлайн-конференция в области управления  экономики и торговли ;2020-06-01;430;12;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-all-russian-online-conference-field-management-economics-trade/;17.60017543859649;-7.858107769423555;17.605672514619897;28.058063889836138;20.62063533834587;93.58061821219717;postgraduate
171;Успешно завершен второй этап разработки малогабаритного городского электромобиля;2020-05-29;892;19;12;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/second-stage-development-compact-urban-electric-car/;25.120656094527366;-33.52193407960198;19.868175787728035;34.50498693948381;26.341194496268663;111.65101575456053;postgraduate
172;Ученые Политеха на удаленке;2020-05-28;591;21;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/scientists-polytech-udalenka/;12.774734932396303;14.652481475823095;14.204107402031937;21.658771367201794;15.549071900542359;77.34783439003895;mixed
173;Алексей Боровков выступил на экспертной сессии по проекту «Северный морской транзитный коридор»;2020-05-25;570;19;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/alexey-borovkov-expert-session-northern-sea-transit-corridor-project/;17.75725856590218;-4.273170420005499;16.589237012987013;27.34600079818412;19.85321656534954;91.06666206134291;postgraduate
174;Лазер адресно доставит лекарство прямо в раковую опухоль;2020-04-30;509;7;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/laser-medicine-directly-cancerous-tumor/;14.020945736434108;1.8455426356589157;17.030465116279075;23.32983963289553;18.62366976744186;85.02945736434108;postgraduate
175;Политех и Центр «Мой бизнес» передали в Мариинскую больницу средства индивидуальной защиты от инфекции ;2020-04-28;594;7;5;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-my-business-center-donated-personal-protective-equipment-mariinsky-hospital/;18.635255319148943;6.782021276595742;12.776382978723404;27.7271891636416;17.080364893617023;93.690273556231;postgraduate
176;Разработка ученых Политеха вошла в список лучших изделий EUROPRACTICE ;2020-04-22;1036;6;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/developed-scientists-polytech-list-best-europractice-products/;11.817320261437903;24.6053267973856;12.499411764705883;21.504856999963643;13.73315686274509;78.30065359477125;postgraduate
177;COVID-19. Тестировать  тестировать и еще раз тестировать!;2020-04-03;994;13;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/covid-19-test-test-test-again/;10.177301064130333;28.878756474244284;10.548048780487804;18.2039184959269;11.024223467369808;70.21734626612675;high
178;«Я в науке»: новый проект о молодых ученых Политеха;2020-04-01;582;6;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/new-project-about-young-scientists-polytech/;6.852935483870969;47.735161290322594;7.629677419354842;14.168190393956303;7.474006451612901;61.19032258064516;middle
179;Что такое коронавирус? Разбираемся вместе с ученым СПбПУ;2020-03-27;735;3;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/coronavirus-understand-together-with-scientist-spbpu/;8.378888888888884;34.6861111111111;11.106363636363636;15.363327528659473;11.427969696969697;64.94949494949495;mixed
180;V Международную научную конференцию «Арктика: история и современность» Политех провел в дистанционном формате;2020-03-23;774;6;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/v-international-scientific-conference-arctic-history-modernity-polytech-remote-format/;18.427655913978487;-2.3541397849462555;15.667695852534564;28.653102395835784;19.42455576036867;90.45407066052228;postgraduate
181;Научный совет по методологии искусственного интеллекта и когнитивным исследованиям РАН в СПбПУ;2020-03-19;690;12;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/scientific-council-methodology-artificial-intelligence-cognitive-research-ras-spbpu/;23.899393442622955;-9.762704918032796;14.310515222482437;34.51916303016364;21.297490515222485;97.85222482435597;mixed
182;Россия – ЕС: возможности научной коллаборации;2020-02-18;455;12;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/russia-eu-scientific-collaboration-opportunities/;14.170862635557018;11.161741702267506;14.318743016759782;22.23075742620166;16.195240223463692;85.02530397633915;mixed
183;Форум «Дни Политеха в Берлине»: Центр НТИ СПбПУ провел трек «Цифровая трансформация промышленности»;2020-02-18;404;14;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/forum-days-polytechnic-berlin-track-digital-transformation-industry/;21.575942982456144;-10.679364035087701;17.826994047619046;30.474496709066532;23.43676472431077;101.58865914786969;postgraduate
184;Промышленная и научная Европа оценила потенциал Политехнического университета;2020-02-13;1170;15;13;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/industrial-scientific-europe-appreciated-potential-polytech/;16.37998636673483;6.13682783133703;14.623987730061351;26.077651962224074;17.541061933976046;86.73191157853734;postgraduate
185;#НастоящиеВеликие: как создать цифровой двойник;2020-02-07;2465;36;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-create-digital-double/;9.522272263436637;39.54803866444891;9.030465116279071;18.34717062362891;9.55417064042777;66.98368827617172;high
186;Ученые сделали первый шаг к расширению стандартной модели фундаментальных взаимодействий в физике;2020-02-07;525;15;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/first-step-towards-expanding-standard-model-fundamental-interactions-physics/;14.025303030303032;8.843787878787879;14.57919540229885;22.903686792288024;16.25397413793103;84.37042842215257;mixed
187;Политех и НИИ гриппа предложили новый подход к разработке противовирусных препаратов;2020-02-06;453;10;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-research-institutes-influenza-new-approach-development-antiviral-drugs/;11.908718605023196;19.55182930731084;13.691276595744682;21.515507215064826;14.840057670772673;79.92977123660214;mixed
188;В Политехе продемонстрировали возможности нового аппарата для лечения рака;2020-02-04;3561;23;16;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-demonstrated-capabilities-new-cancer-treatment-device/;22.46429333824071;-22.604400073610577;18.88997300944669;33.71611055646316;24.229936234817814;98.86400441663599;postgraduate
189;#PolyKids: зачем детям показали ракушку?;2020-01-31;238;4;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-why-children-show-shell/;6.699459706959708;35.82941391941395;9.142527472527476;13.555085461904095;9.885366758241759;61.42948717948718;mixed
190;Ученые Политеха разрабатывают микрокапсулы для доставки препаратов к раковым клеткам;2020-01-22;475;10;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-scientists-develop-microcapsules-drug-delivery-cancer-cells/;15.225520361990949;-8.61839366515835;19.37135746606336;25.05655913955377;21.259178733031675;88.94570135746606;postgraduate
191;#PolyKids: машина времени или определитель настроения?;2020-01-17;278;3;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-time-machine-determinant-mood/;7.205555555555556;35.536111111111126;10.370000000000001;13.163550243927082;10.852944444444447;66.77777777777777;mixed
192;Инженеры Центра НТИ СПбПУ проверили на прочность протезированный таз;2020-01-13;564;8;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/engineers-nti-cpbpu-center-tested-prosthetic-pelvis-strength/;16.578444736842105;0.25682894736840467;15.744835526315796;25.9773523522939;18.479490263157892;86.82;postgraduate
193;«PI для KPI»: лучшие команды Школы ключевых исследователей СПбПУ защитили свои проекты;2019-12-23;1424;10;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/best-teams-school-key-researchers-spbpu-defended-projects/;17.42866447368421;7.932407894736855;13.26263157894737;25.63593852099235;16.863722697368424;86.84539473684211;postgraduate
194;PolyKids: маленькие эксперты строят не только предположения;2019-12-20;324;4;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-small-experts-make-more-than-guesswork/;7.852986425339367;41.35264705882355;9.249411764705886;16.68091652962592;9.341135746606334;63.66515837104072;middle
195;Ученые Политеха разрабатывают технологию печати литиевых батарей на струйном принтере;2019-12-19;483;7;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/li-ion-battery-components-to-be-printed-inkjet-printer/;16.589586794019933;-14.893010797342214;19.598571428571425;25.920762938112205;21.800427844684386;88.91216777408638;postgraduate
196;Статья ученого СПбПУ опубликована в старейшем научном журнале;2019-12-18;942;6;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/article-scientist-spbpu-published-oldest-scientific-journal/;16.391283973758203;7.633781630740373;13.6339175257732;27.23499586168812;16.54345532646048;94.15213995626367;postgraduate
197;Политех и «Газинформсервис» создали новый IT-продукт в сфере безопасности корпоративных информационных систем;2019-12-17;617;7;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-gazinformservice-new-it-product-security-corporate-information-systems/;17.660657276995305;-10.439178403755875;18.69230046948357;28.5466294303184;21.69619953051643;91.27230046948357;postgraduate
198;Видеопроект PolyКids: O sole mio!;2019-12-13;327;3;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-o-sole-mio/;8.762477876106196;42.247515802781294;8.798318584070802;16.758210128984068;9.109133375474087;71.89506953223767;high
199;Политех принял участие в главной научной выставке страны – «ВУЗПРОМЭКСПО-2019»;2019-12-13;912;13;11;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/vuzpromexpo-19/;16.683880688806884;3.4613090845193994;16.073136531365314;26.255803610214723;19.176434897206114;90.66192233350905;postgraduate
200;Ученые Политеха моделируют процесс попадания птицы в самолет;2019-12-12;689;8;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-scientists-simulate-process-getting-bird-airplane-engine/;19.286463386463385;-18.496231231231235;19.974804804804812;30.281455854406406;23.574484753984756;93.78355278355278;postgraduate
201;Научно-образовательному центру «Газпромнефть-Политех» – 5 лет;2019-12-06;999;12;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/gazpromneft-polytech-research-education-center-5th-anniversary/;18.442447575360422;-7.07833551769329;17.33251638269988;28.008183059705438;20.93230127785059;88.9800131061599;postgraduate
202;Прошел финальный отбор проектов конкурса «УМНИК Технет НТИ»;2019-12-05;543;5;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/final-selection-projects-contest-umnik-technet-nti/;16.167960526315785;-4.415657894736825;16.37175438596492;25.25116564764416;18.592646564327488;82.77850877192982;postgraduate
203;#НастоящиеВеликие: как инвестировать в людей;2019-12-04;1877;40;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-invest-people/;8.794891879104444;37.47877751282195;9.713178334184981;16.61651777263741;9.96884779992051;66.87238214197846;high
204;Проблемы логистики в Арктике обсудили в Политехе;2019-12-03;415;7;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/problems-logistics-arctic-discussed-polytech/;13.887507122507124;9.232578347578368;15.92071225071225;24.172654174954392;17.732542022792025;81.89316239316238;postgraduate
205;Спецпроект PolyKids: выражаемся яснее!;2019-11-29;319;5;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-express-ourselves-clearer/;8.994936857562408;37.57356093979442;9.484977973568284;17.435104735567936;9.772124669603528;67.99676945668135;high
206;Профессор СПбПУ Андрей Козлов совершил открытие в эволюционной онкологической теории;2019-11-28;1650;7;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/spbpu-professor-andrei-kozlov-discovery-evolutionary-oncological-theory/;16.553550724637677;-3.1472463768116086;16.030507246376814;27.30026605374707;18.528384057971017;86.04347826086956;postgraduate
207;#НастоящиеВеликие: как защититься от киберугроз;2019-11-27;1577;39;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-protect-from-cyber-threats/;10.561209864283349;29.062797087057277;11.178385744234802;19.059111850197876;11.897116076354408;70.56283791239105;high
208;На конференции «ЭКОПРОМ-2019» в СПбПУ обсудили цифровые технологии в экономике и промышленности;2019-11-25;747;6;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/ekoprom-2019/;17.964957467853612;-16.225375865479748;19.794629080118696;28.653102395835784;22.70415519287834;93.08981206726014;postgraduate
209;Энергетика  экология и строительство в фокусе международной конференции СПбПУ;2019-11-25;811;6;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/energy-ecology-construction-international-conference-spbpu/;18.44563795485951;-11.36350299401198;17.51580838323354;29.678774994797;20.79262045140488;93.9557807461999;postgraduate
210;В Политехе прошла международная конференция «DTMIS-2019: Цифровая трансформация производства  инфраструктуры и сервиса»;2019-11-25;504;10;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/dtmis-2019/;23.237723492723493;-27.12554351054351;19.346715176715186;34.85765720355221;24.91597275022275;105.87481437481438;postgraduate
211;В Политехе прошла международная научная конференция Material Science;2019-11-22;531;8;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/material-science-19/;16.856679524268724;-9.663617807778849;18.18229508196722;27.593964856207613;20.68331693989071;93.11411121825779;postgraduate
212;Выжить в постапокалипсисе и спасти человечество в «ФабЛабе» ;2019-11-21;542;10;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/survive-post-apocalypse-save-humanity-fabfab/;8.677409420289855;40.734547101449266;9.311304347826095;16.392189775751188;9.59621739130435;67.23550724637681;high
213;В Политехе начался 48-й форум «Неделя науки СПбПУ – 2019» ;2019-11-19;1384;9;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/spbpu-science-week-2019/;14.346273809523808;11.949119047619035;13.626190476190473;23.511008432432455;15.56534702380953;79.7797619047619;mixed
214;Молодые ученые Политеха прошли второй модуль Школы ключевых исследователей ;2019-11-15;861;11;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/young-scientists-polytechnic-second-module-school-key-researchers/;22.97634269862262;-18.12488516499468;17.086744621141257;31.672550879679697;22.967555901422536;101.68901003193444;postgraduate
215;Политех на XII Петербургском международном инновационном форуме;2019-11-14;987;8;5;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-xii-petersburg-international-innovation-forum/;15.09702857142857;1.844800391389441;17.189569471624267;24.165452307597302;19.34645326810177;87.56328767123287;postgraduate
216;Конференция «Дни вирусологии – 2019» проходит в СПбПУ;2019-11-06;525;9;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/virology-days-2019-spbpu/;17.5794149382568;-11.305258961755214;18.446765375854213;28.228041095860448;21.300160712144823;89.84785996882869;postgraduate
217; Геймификацией экономического образования занялись в Политехе;2019-11-05;547;5;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/gamification-economic-education-polytech/;14.281937134502925;-1.1537792397660667;16.260460526315796;23.16134641974226;17.70266228070175;82.02046783625731;postgraduate
218;#НастоящиеВеликие: как полететь в космос;2019-10-30;815;38;6;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-fly-into-space/;10.2522504456328;28.452602495543687;11.003422459893056;18.75274979782385;11.550600935828875;69.00579322638146;high
219;В СПбПУ работают над созданием еще меньших наноэлектронных устройств;2019-10-25;330;6;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/spbpu-working-creation-even-smaller-nanoelectronic-devices/;15.669971014492756;-0.06514492753623813;16.65913043478261;25.46991869905698;18.937486956521738;84.82070393374741;postgraduate
220;Инновации в цифровой экономике обсуждают в СПбПУ;2019-10-24;1290;8;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/innovations-digital-economy-discussed-spbpu/;21.10067637540453;-18.983705501618118;17.6157928802589;30.994038198011587;22.1058642394822;95.62491909385113;postgraduate
221;Ученые Политеха подтвердили экологическую пользу платных дорог ;2019-10-24;376;6;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-scientists-confirm-environmental-benefits-toll-roads/;12.059126184538655;14.825394014962598;14.232344139650877;20.594984789480865;15.281015511221952;80.37915211970073;mixed
222;Ученые Политеха предложили использовать искусственные кристаллы в аккумуляторах;2019-10-23;523;6;1;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-scientists-propose-use-artificial-crystals-batteries/;13.268565531475748;6.849654282765755;16.5840350877193;22.1268657195717;18.053587719298243;83.78224974200207;postgraduate
223;В СПбПУ состоялся семинар вузов по теплофизике и энергетике;2019-10-23;601;6;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/seminar-universities-thermal-physics-energy-spbpu/;16.43390243902439;-0.9904355400696829;15.70353658536586;27.09460072863766;18.24476306620209;85.62369337979094;postgraduate
224;Политех стал участником крупнейшего инновационного форума Китая;2019-10-22;558;8;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytech-china-largest-innovation-forum/;17.541806872037913;-2.0558175355450317;16.034928909952605;26.878689556766155;19.258471860189566;89.40817535545024;postgraduate
225;Спецпроект #PolyKids: когда в объективе – не только взрослые ученые;2019-10-18;308;3;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-when-lens-not-only-adult-scientists/;7.770292056074766;42.84843457943927;8.202710280373829;16.59028415717215;8.165519275700937;67.11331775700936;middle
226;В СПбПУ откроется университетская «Точка кипения»;2019-10-17;885;7;1;0;0;1;3;https://www.spbstu.ru/media/news/nauka_i_innovatsii/university-boiling-point-will-open-spbpu/;13.405823754789271;3.9326245210728246;17.17344827586207;21.504856999963643;18.63751149425287;80.24904214559388;postgraduate
227;#НастоящиеВеликие: как вовремя обнаружить болезнь;2019-10-16;1290;36;5;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-detect-disease-time/;9.059985895907825;33.89379419944379;10.403015494636481;17.435104735567936;10.710930482717522;67.14185538339292;high
228;Продолжается отбор технологических проектов в корпоративный акселератор ПАО «ОДК-Сатурн»;2019-10-16;435;11;1;0;0;7;54;https://www.spbstu.ru/media/news/nauka_i_innovatsii/selection-technological-projects-corporate-accelerator-pjsc-uec-saturn-continues/;25.350591052299936;-42.033783868935075;20.982854442344042;36.43146414499193;27.003415311909258;108.04549464398235;postgraduate
229;«Кровеносная система экономики»: в Политехе состоялась международная конференция по логистике;2019-10-14;1482;8;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/circulatory-system-economy-polytech-international-conference-logistics/;18.14067114093959;-20.90085810162992;20.918322147651004;28.27319545878464;23.750240172579097;94.44007670182168;postgraduate
230;Ключевые исследователи и их проекты: итоги первого модуля Школы PI в Политехе;2019-10-14;1499;11;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/results-first-module-pi-school-polytechnic/;12.661290999737599;19.290917082130676;12.48345353675451;21.411657998208668;13.817942815908836;80.23544626457247;postgraduate
231;В СПбПУ прошел первый всероссийский форум «Новые производственные технологии»;2019-10-11;544;20;8;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/spbpu-first-all-russian-forum-new-production-technologies/;18.473319185475955;-12.185542198233577;18.307389597644743;28.18237903199799;21.64585526251227;92.59963199214917;postgraduate
232;В Политехе стартовал первый модуль Школы ключевых исследователей;2019-10-09;825;6;3;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polytechnic-first-module-school-researchers/;11.531350401606424;22.592700803212864;12.355542168674702;20.387856737293305;13.316192018072286;74.40010040160642;university
233;Фасадные инженеры Политеха придают уникальный облик сооружениям по всей России;2019-10-08;605;8;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/facade-engineers-polytechnic-university-unique-look-structures-throughout-russia/;17.70267547227768;-13.894488557825213;19.790104438642302;27.67730533367306;22.71166710182768;94.8531715558286;postgraduate
234;Polykids: когда ученые и дети поменялись местами;2019-10-04;411;2;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-when-scientists-children-switch-places/;7.420000000000002;43.34;9.155000000000005;15.363327528659473;9.212450000000004;65.5;middle
235;Перспективные разработки СПбПУ для газовой отрасли представлены в рамках ПМГФ-2019;2019-10-04;1131;15;8;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/prospective-developments-spbpu-gas-industry-presented-framework-spgf-2019/;19.38926263739935;-14.23124569843975;18.764266813671448;29.088686838996928;22.61527728776185;92.53446259730714;postgraduate
236;Ученые Политеха нашли способ разрабатывать трещиностойкие материалы;2019-10-03;382;6;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/physicists-found-weak-spots-ceramic-graphene-composites/;15.114804821010974;-1.5953471847454637;17.76327217125383;23.83137927034511;19.783573394495413;84.06709839899263;postgraduate
237;Спецпроект #НастоящиеВеликие: как передавать теплоту;2019-10-02;1330;44;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-transfer-heat/;9.948414148275987;34.996740810781006;9.149512448132775;18.195677951473296;9.633728803290126;68.30676018066316;high
238;Состоялась встреча Международного научного совета СПбПУ;2019-09-23;706;8;5;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/first-meeting-International-scientific-council-spbpu/;17.359188034188033;-3.552264957264981;17.377692307692307;26.57346131258136;20.54457051282052;90.55250305250306;postgraduate
239;Сергей Чемезов: «Ростех» и Политех создали первый в России аппарат для удаления новообразований ультразвуком;2019-09-23;1083;10;2;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/sergey-chemezov-rostekh-polytech-ultrasound-neoplasm-removal-apparatus/;13.01584381163708;6.4122867357002065;16.535877712031564;21.874849655839558;17.878570297090732;82.11593934911242;postgraduate
240;PolyKids: просто о сложном;2019-09-20;475;2;0;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/polykids-just-about-complicated/;12.799878787878786;19.007121212121206;11.346767676767676;20.971988433224986;12.579758585858585;75.35555555555555;mixed
241;Первая в России конференция Nature по физике плазмы проходит в Политехе;2019-09-19;1062;9;4;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/nature-conference-plasma-physics-polytech/;13.788642951251642;13.899123847167317;14.120724637681164;23.492070443257923;15.941405797101453;84.38735177865613;mixed
242;Спецпроект #НастоящиеВеликие: как создать искусственное Солнце на Земле;2019-09-18;2390;34;7;0;0;0;0;https://www.spbstu.ru/media/news/nauka_i_innovatsii/special-project-real-great-how-create-artificial-sun-earth/;10.628638486447784;26.77413517500989;11.198728961114341;19.23811548070666;11.836139988934754;73.9089557986776;high
